# Image list with two lines of data per image:
#   IMAGE_ID QW QX QY QZ TX TY TZ CAMERA_ID NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 180, mean observations per image: 0
155 0.2925293214 0.370316596 0.6957411964 -0.5415130677 3.303399793 -0.07601884872 1.314295137 5 right_fisheye_image/00030.jpg

156 0.5816270558 0.761716678 0.2281332871 -0.1716183954 -1.458657099 -0.5218134897 2.622194526 1 back_fisheye_image/00031.jpg

157 -0.5608832067 0.8199445433 0.0943313828 -0.06482718991 -2.836147291 -1.578327133 -1.907593282 2 frontleft_fisheye_image/00031.jpg

158 -0.4280504234 0.7329281306 0.3760180174 0.3717521231 0.4852235147 -1.59269793 -3.350206072 3 frontright_fisheye_image/00031.jpg

159 0.53910965 0.6972639115 -0.3712471523 0.2921632675 -2.93604283 0.5720236832 -1.407485442 4 left_fisheye_image/00031.jpg

160 0.2911650248 0.3702241612 0.6955884671 -0.5425068508 2.924490666 -0.08062787178 1.294295256 5 right_fisheye_image/00031.jpg

161 0.5807525875 0.7621646107 0.2284456455 -0.1721746942 -1.448349674 -0.4187861557 2.224428137 1 back_fisheye_image/00032.jpg

162 -0.5614291699 0.8193341551 0.09555711313 -0.06601263193 -2.613185245 -1.389150751 -1.556026704 2 frontleft_fisheye_image/00032.jpg

163 -0.4279576223 0.7329524183 0.3772320593 0.3705792756 0.2728079478 -1.40232192 -2.994593018 3 frontright_fisheye_image/00032.jpg

164 0.5391974404 0.6964040432 -0.3711220581 0.2942039206 -2.507915734 0.565489226 -1.412920293 4 left_fisheye_image/00032.jpg

165 0.2904391469 0.3720696093 0.6954359315 -0.5418285457 2.462130038 -0.09457198455 1.294636265 5 right_fisheye_image/00032.jpg

166 0.5791937052 0.7636179324 0.2274041416 -0.1723649081 -1.438086822 -0.2956186266 1.754227768 1 back_fisheye_image/00033.jpg

167 -0.5626366317 0.8186866814 0.09412363993 -0.06582460638 -2.385832193 -1.177453245 -1.189421733 2 frontleft_fisheye_image/00033.jpg

168 -0.4297522412 0.7323124883 0.3767429027 0.3702650617 0.04780629917 -1.190195928 -2.625539239 3 frontright_fisheye_image/00033.jpg

169 0.538988021 0.6968507571 -0.3707910451 0.293947166 -2.036014627 0.5598330789 -1.403203628 4 left_fisheye_image/00033.jpg

170 0.2902539083 0.3718869071 0.6954243898 -0.5420679986 2.026307465 -0.09960604145 1.285365141 5 right_fisheye_image/00033.jpg

171 0.5805573795 0.7625631871 0.2272569481 -0.1726406507 -1.426101041 -0.1725761668 1.330757311 1 back_fisheye_image/00034.jpg

172 -0.5618631437 0.81919521 0.09463329871 -0.06537242882 -2.170505584 -0.9957828452 -0.8547928038 2 frontleft_fisheye_image/00034.jpg

173 -0.4287616986 0.7325971528 0.3767401009 0.3708526848 -0.153883245 -1.008443633 -2.28266449 3 frontright_fisheye_image/00034.jpg

174 0.539115176 0.6967409585 -0.3709330462 0.2937950629 -1.636433001 0.5627786607 -1.393132123 4 left_fisheye_image/00034.jpg

175 0.2905992182 0.3711038313 0.6956256225 -0.5421614465 1.553261643 -0.09563472803 1.274726854 5 right_fisheye_image/00034.jpg

176 0.5810671455 0.7622059985 0.2258719111 -0.1743125587 -1.439834713 -0.0763116113 1.003130236 1 back_fisheye_image/00035.jpg

177 -0.561961832 0.8188026109 0.09582202756 -0.06767069344 -2.039160638 -0.8733298075 -0.605574974 2 frontleft_fisheye_image/00035.jpg

178 -0.4279760608 0.7333508493 0.377824076 0.3691639077 -0.3200627662 -0.8826056574 -2.050213656 3 frontright_fisheye_image/00035.jpg

179 0.5385085709 0.697100673 -0.3719172744 0.2928083191 -1.328147913 0.5708165241 -1.407254732 4 left_fisheye_image/00035.jpg

180 0.2916326262 0.3710805502 0.69499891 -0.5424261717 1.31942796 -0.09962393623 1.294553825 5 right_fisheye_image/00035.jpg

